;Date;Price;Open;High;Low;Vol.;Change %
232;Sep 12, 2018;75100;76200;76200;74700;4.29M;-1.96%
233;Sep 11, 2018;76600;76400;77800;76300;3.19M;0.13%
234;Sep 10, 2018;76500;75900;77100;75500;4.04M;0.79%
235;Sep 09, 2018;75900;75900;75900;75900;-;0.00%
236;Sep 07, 2018;75900;74500;76200;74100;8.37M;-3.68%
237;Sep 06, 2018;78800;78300;78900;77400;4.51M;-1.50%
238;Sep 05, 2018;80000;80600;81000;79900;2.59M;-1.48%
239;Sep 04, 2018;81200;80600;81600;80200;1.90M;0.74%
240;Sep 03, 2018;80600;82200;82800;80500;2.61M;-2.89%
241;Sep 02, 2018;83000;83000;83000;83000;-;0.00%
242;Aug 31, 2018;83000;81800;83000;81800;2.30M;0.36%
243;Aug 30, 2018;82700;82200;83500;81500;2.21M;-0.12%
244;Aug 29, 2018;82800;82500;83300;81600;2.05M;0.49%
245;Aug 28, 2018;82400;84100;84300;81900;4.31M;-1.32%
246;Aug 27, 2018;83500;82100;83800;81600;3.07M;2.08%
247;Aug 26, 2018;81800;81800;81800;81800;-;0.00%
248;Aug 24, 2018;81800;80400;82200;79600;3.61M;0.86%
249;Aug 23, 2018;81100;80300;81300;79300;3.27M;1.63%
250;Aug 22, 2018;79800;79300;80900;78200;5.29M;1.79%
251;Aug 21, 2018;78400;74800;78700;74400;5.58M;4.95%
252;Aug 20, 2018;74700;74700;75400;74400;2.00M;0.27%
253;Aug 19, 2018;74500;74500;74500;74500;-;0.00%
254;Aug 17, 2018;74500;74400;75500;74100;2.64M;-0.27%
255;Aug 16, 2018;74700;73500;75400;72500;5.55M;-1.58%
256;Aug 15, 2018;75900;75900;75900;75900;-;0.00%
257;Aug 14, 2018;75900;75900;76600;75500;3.18M;0.66%
258;Aug 13, 2018;75400;74300;75700;74100;3.63M;0.40%
259;Aug 12, 2018;75100;75100;75100;75100;-;0.00%
260;Aug 10, 2018;75100;77200;77600;74600;6.77M;-3.72%
261;Aug 09, 2018;78000;80100;80300;77500;5.53M;-2.26%
262;Aug 08, 2018;79800;81500;81600;79400;2.80M;-1.12%
263;Aug 07, 2018;80700;80100;80800;79700;3.28M;1.64%
264;Aug 06, 2018;79400;82200;82300;79300;5.88M;-4.68%
265;Aug 05, 2018;83300;83300;83300;83300;-;0.00%
266;Aug 03, 2018;83300;84000;84100;83100;1.92M;0.12%
267;Aug 02, 2018;83200;85000;85600;82900;3.36M;-2.80%
268;Aug 01, 2018;85600;85900;86400;85100;2.26M;-0.81%
269;Jul 31, 2018;86300;85200;86300;84500;2.79M;0.47%
