;Date;Price;Open;High;Low;Vol.;Change %
250;Aug 13, 2018;319000;325000;326500;315500;224.79K;-2.74%
251;Aug 12, 2018;328000;328000;328000;328000;-;0.00%
252;Aug 10, 2018;328000;327500;331500;322500;165.32K;-0.15%
253;Aug 09, 2018;328500;330500;332500;325000;168.20K;-1.35%
254;Aug 08, 2018;333000;330500;338000;330500;136.09K;0.30%
255;Aug 07, 2018;332000;329000;335000;325000;192.36K;0.45%
256;Aug 06, 2018;330500;322000;337500;322000;214.05K;2.64%
257;Aug 05, 2018;322000;322000;322000;322000;-;0.00%
258;Aug 03, 2018;322000;321000;325000;317500;167.10K;-0.16%
259;Aug 02, 2018;322500;328000;332000;320000;174.65K;-3.59%
260;Aug 01, 2018;334500;331500;342000;331500;157.76K;1.21%
261;Jul 31, 2018;330500;326500;334000;325000;176.77K;0.61%
